source,source_id,title,company,Company,location,Location,description,url,post_date,Post_Date,scraped_at,Scraped_Date,salary,salary_min,salary_max,Salary_Min,Salary_Max,contract_type,Job_Type,category,Skills,Is_Remote,Work_Arrangement,Desc_Length,Title_Word_Count,has_salary,Seniority,industry,job_hash,Salary_Avg,Salary_Range,job_grade,clearance_required,employment_type,government_grade
adzuna,5550452727,Senior Data Engineer,The Clorox Company,The Clorox Company,"Alameda Pt, Alameda County","Alameda Pt, Alameda County","Clorox is the place that's committed to growth - for our people and our brands. Guided by our purpose and values, and with people at the center of everything we do, we believe every one of us can make a positive impact on consumers, communities, and teammates. Join our team. CloroxIsThePlace (https://www.linkedin.com/feed/hashtag/?keywords=cloroxistheplace&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A7079847624048001024) Your role at Clorox: We are seeking an experienced and highly skilled senio…",https://www.adzuna.com/land/ad/5550452727?se=IEeCSZze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=4111A10760E8A2250D3B790FC4D6C207118EC577,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$233,869 - $233,869",233869.0,233869.0,233869.0,233869.0,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Senior,IT Jobs,12b2ab37bc7b271bd929607586c58b5a,233869.0,"$233,869-$233,869",,,,
adzuna,5550452556,Clinical Director,Acorn Health,Acorn Health,"Lakeland, Polk County","Lakeland, Polk County","Acorn Health is an Applied Behavioral Analysis (ABA) treatment provider dedicated to providing the best quality care for our clients. We aim to continually establish best-in-class standards in integrity and quality for not only ourselves, but also in the field of ABA. We work courageously and with accountability to focus on the individuality of each child, collaborate with client families, and generate permanence in client outcomes. We strive to hire and to invest in our greatest asset - our em…",https://www.adzuna.com/details/5550452556?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$90,000 - $117,600",90000.0,117600.0,90000.0,117600.0,Full-time,Full-time,Healthcare & Nursing Jobs,['r'],False,On-site,500,2,True,Junior,Healthcare & Nursing Jobs,0773315dcbb6abf5cc6789a079cc275c,103800.0,"$90,000-$117,600",,,,
adzuna,5550451926,"Clinical Research Associate I - Community & Behavioral Health, Tan Lab (Onsite)",Cedars-Sinai,Cedars-sinai,"Pico Heights, Los Angeles County","Pico Heights, Los Angeles County","Job Description This role is designed to be 100% onsite, giving you the opportunity to collaborate closely with your team and immerse yourself in the energy of our workplace. Please note that hybrid or remote work options are NOT available for this position at this time. _Please note that a cover letter is required as part of the application. The cover letter should explain your interest in this opportunity and how it aligns with your career goals. Applications missing this document will not be…",https://www.adzuna.com/land/ad/5550451926?se=IEeCSZze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=9065635D34035818B2E56BC2E75B7AA1629A695B,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$78,194 - $78,194",78193.52,78193.52,78193.52,78193.52,Full-time,Full-time,Scientific & QA Jobs,['r'],False,On-site,500,12,True,Senior,Scientific & QA Jobs,d37090229805c763dc3489adde436e6d,78193.52,"$78,194-$78,194",,,,
adzuna,5550451608,Demand Planning Analyst,Fullscript,Fullscript,US,Us,"About Fullscript We’re an industry-leading health technology company on a mission to help people get better. We started in 2011 with one simple idea. Make it easier for practitioners to access the products they trust so they can deliver better care. That simple idea grew into a platform that powers every part of care. Today, more than 125,000 practitioners use Fullscript for clinical insights, lab interpretations, patient analytics, education, and access to high-quality supplements. Over 10 mil…",https://www.adzuna.com/details/5550451608?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$117,163 - $117,163",117163.05,117163.05,117163.05,117163.05,Full-time,Full-time,Consultancy Jobs,['r'],False,On-site,500,3,True,Junior,Consultancy Jobs,1b9ef33a777d8c56c08511de944951ce,117163.05,"$117,163-$117,163",,,,
adzuna,5550450742,"Software Engineer, Creator Monetization",Amazon,Amazon,"SoMa, San Francisco","Soma, San Francisco","Software Engineer, Creator Monetization @ Twitch San Francisco, CA About Us Twitch is the world's biggest live streaming service, with global communities built around gaming, entertainment, music, sports, cooking, and more. It is where thousands of communities come together for whatever, every day. We're about community, inside and out. You'll find coworkers who are eager to team up, collaborate, and smash (or elegantly solve) problems together. We're on a quest to empower live communities, so …",https://www.adzuna.com/land/ad/5550450742?se=IEeCSZze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=ACDA5414373BFA1918E71A79E19D6E336D5DA944,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$259,850 - $259,850",259849.86,259849.86,259849.86,259849.86,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,4,True,Junior,IT Jobs,8ffcf3af61c7c358c2f7c42ae7f5d687,259849.86,"$259,850-$259,850",,,,
adzuna,5550448804,Texas Strategic Leadership (TSL) Data Analyst,Esc Region 8,Esc Region 8,"Pittsburg, Camp County","Pittsburg, Camp County","QUALIFICATIONS: Bachelor’s degree in Education or related field Master’s degree preferred Valid Texas teaching certificate Valid Texas Superintendent or Principal Certification preferred Knowledge of effective research: change process, systems thinking, organizational culture and adult learners Ability to plan implement, deliver and sustain professional development for school and district personnel Knowledge with education data in the State of Texas (attendance, accountability, assessment, PEIM…",https://www.adzuna.com/details/5550448804?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$89,152 - $89,152",89152.25,89152.25,89152.25,89152.25,Full-time,Full-time,Consultancy Jobs,['r'],False,On-site,500,6,True,Senior,Consultancy Jobs,ca54828e56e2229eeacbf9e6f8f8a48f,89152.25,"$89,152-$89,152",,,,
adzuna,5550448491,Category Manager,Stanford Health Care,Stanford Health Care,"Palo Alto, Santa Clara County","Palo Alto, Santa Clara County","If you're ready to be part of our legacy of hope and innovation, we encourage you to take the first step and explore our current job openings. Your best is waiting to be discovered. Day - 08 Hour (United States of America) At Stanford Medicine, we are not just a part of history; we are actively shaping the future. Our Souring team is often described as a ""100-year-old startup,"" and we are undergoing a transformative refresh of everything we do. We are introducing new tools and exploring innovat…",https://www.adzuna.com/land/ad/5550448491?se=IEeCSZze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=E1BD361B3C7D6BC401A351997D50E03D837EE94F,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$364,415 - $364,415",364415.28,364415.28,364415.28,364415.28,Full-time,Full-time,Healthcare & Nursing Jobs,['r'],False,On-site,500,2,True,Manager,Healthcare & Nursing Jobs,fce4e8f9790db0ec7c0cc8f2072cfd85,364415.28,"$364,415-$364,415",,,,
adzuna,5550447979,Sr. Payroll Technical Analyst,Sharp HealthCare,Sharp Healthcare,"San Diego, San Diego County","San Diego, San Diego County",Facility: Ruffin Road City San Diego Department Job Status Regular Shift Day FTE 1 Shift Start Time Shift End Time Hours : Shift Start Time: Variable Shift End Time: 6 PM AWS Hours Requirement: 10/40 - 10 Hour Shift Additional Shift Information: 6:30 am to 18:30 Weekend Requirements: As Needed On-Call Required: No Hourly Pay Range (Minimum - Midpoint - Maximum): $49.700 - $64.130 - $71.820 The stated pay scale reflects the range that Sharp reasonably expects to pay for this position.? The actua…,https://www.adzuna.com/land/ad/5550447979?se=IEeCSZze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=64DBE6A896E1E0308AEF3F2A8E0CD9B98C3E3D13,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$76,695 - $76,695",76695.09,76695.09,76695.09,76695.09,Full-time,Full-time,Accounting & Finance Jobs,"['aws', 'r']",False,On-site,500,4,True,Senior,Accounting & Finance Jobs,efc246c77041e496f76d3ef3a5dcf604,76695.09,"$76,695-$76,695",,,,
adzuna,5550446804,"Data Analyst (Continuous Process Improvement Coordinator) - Naval Test Wing Atlantic (NTWL) - Patuxent River, MD",V2X,V2x,"Lexington Park, St. Mary's County","Lexington Park, St. Mary'S County","Description _Job Responsibilities:_ Facilitate: the necessary changes to achieve process improvements. Challenge old ways of doing business and act as a change agent. Drive projects to deliver significant operational improvement and financial benefit in aviation maintenance, overhaul and repair operations. Partner with Process Owners and Champions to drive results. Data Analysis: Improve measurement processes, perform analysis using appropriate tools and interpret the results using critical thi…",https://www.adzuna.com/land/ad/5550446804?se=IEeCSZze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=BDC659941947B2EDA24B021623895B14B667AF54,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$101,398 - $101,398",101398.01,101398.01,101398.01,101398.01,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,16,True,Senior,IT Jobs,88ac0d7f0a76f1e87c51bd41331c5708,101398.01,"$101,398-$101,398",,,,
adzuna,5550446609,"Director, Analytics - CGM",Abbott,Abbott,"Alameda Pt, Alameda County","Alameda Pt, Alameda County","Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 114,000 colleagues serve people in more than 160 countries. Working at Abbott At Abbott, you can do work that matters, grow, and learn, care for yourself and family, be your true self and live a full life. You…",https://www.adzuna.com/land/ad/5550446609?se=IEeCSZze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=C15DD7A1172AC7BE0539718F22A1EA9DFC4D0F5F,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$338,858 - $338,858",338857.7,338857.7,338857.7,338857.7,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,4,True,Junior,IT Jobs,8e6d5afddc531be0a7aaf7e3fa28a77a,338857.7,"$338,858-$338,858",,,,
adzuna,5550446061,Senior Corporate Analytics Developer,RxBenefits,Rxbenefits,"Pico Heights, Los Angeles County","Pico Heights, Los Angeles County","We are seeking a talented and experienced Sr. Corporate Analytics Developer who is experienced in data analysis and building compelling reports and dashboards. The ideal candidate will possess a combination of analytical acumen, attention to detail, and a knack for transforming data into actionable insights. As a key member of our team, you will be responsible for developing insightful reports and dashboards that drive informed decision-making across the organization. This position works with v…",https://www.adzuna.com/land/ad/5550446061?se=IEeCSZze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=D4BB21F8F1AC047671B372C588E885853D6BBA64,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$101,329 - $101,329",101328.89,101328.89,101328.89,101328.89,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,4,True,Senior,IT Jobs,8ad040fa97bbb22e934f8be92fb761b8,101328.89,"$101,329-$101,329",,,,
adzuna,5550445559,"Technical Data Analyst, Staff",Intermountain Health,Intermountain Health,"Annapolis, Anne Arundel County","Annapolis, Anne Arundel County","Job Description: This role supports the development and deployment of data analytics at Intermountain Health. As a Data Analyst-Technical-Staff, you will be part of a team that contributes to strategic initiatives, clinical standards, and operational goals through data insights. Reporting to senior leaders in Digital Technology Services (DTS), you will collaborate with business and clinical leaders across Intermountain Health. The team ensures data applications are maintained, monitored, promot…",https://www.adzuna.com/land/ad/5550445559?se=IEeCSZze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=DA0558509DE4849115B94FCE5640C0A5BFECD79B,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$118,900 - $118,900",118900.11,118900.11,118900.11,118900.11,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,4,True,Senior,IT Jobs,bfc7f2e8ff6803b111dae506cca8333d,118900.11,"$118,900-$118,900",,,,
adzuna,5550445233,Intern - Health Sciences Data Analyst,United Therapeutics,United Therapeutics,"Wheaton, Montgomery County","Wheaton, Montgomery County","California, US residents click here (https://www.unither.com/docs/UNITHER%20Applicant%20Notice%20-%20%2812-22-23%29%20Final%202.15.24%20Combined%20EN%20and%20French.pdfpage=9) . The job details are as follows: Who We Are We are the first publicly-traded biotech or pharmaceutical company to take the form of a public benefit corporation. Our public benefit purpose is to provide a brighter future for patients through the development of novel pharmaceutical therapies; and technologies that expand t…",https://www.adzuna.com/land/ad/5550445233?se=IEeCSZze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=A852A9B03C8E7ED8A96A2BB074979798344D6240,2025-12-20,2025-12-20,2025-12-22T00:08:49.007647,2025-12-22 00:08:49,"$66,295 - $66,295",66295.05,66295.05,66295.05,66295.05,Full-time,Full-time,Healthcare & Nursing Jobs,['r'],False,On-site,500,6,True,Junior,Healthcare & Nursing Jobs,c307a54e3a0a0f836847d10ea62672b0,66295.05,"$66,295-$66,295",,,,
adzuna,5550445077,Senior Corporate Analytics Developer,RxBenefits,Rxbenefits,"Druid, Baltimore","Druid, Baltimore","We are seeking a talented and experienced Sr. Corporate Analytics Developer who is experienced in data analysis and building compelling reports and dashboards. The ideal candidate will possess a combination of analytical acumen, attention to detail, and a knack for transforming data into actionable insights. As a key member of our team, you will be responsible for developing insightful reports and dashboards that drive informed decision-making across the organization. This position works with v…",https://www.adzuna.com/land/ad/5550445077?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=2CE41EF5584B8925E6413131B52A3B3A02FBB8E3,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$90,676 - $90,676",90676.31,90676.31,90676.31,90676.31,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,4,True,Senior,IT Jobs,f2a1ebdbe1c4a408896d72a35b433577,90676.31,"$90,676-$90,676",,,,
adzuna,5550445017,"Central Monitoring, Manager",Parexel,Parexel,"Sacramento, Sacramento County","Sacramento, Sacramento County","The Manager, Central Monitoring is accountable for centralized monitoring activities for global and/or complex trials, analytical data review of key risk and/or operational performance data and presenting as an integral member of the Clinical Study team for clinical development studies. The reviews include interpretation of Key Risk Indicator (KRI) and/or Key Performance Indicator (KPI) data housed in an analytical tool as well as a comprehensive review of supplemental operational data/trends a…",https://www.adzuna.com/land/ad/5550445017?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=74A0B7790B8BB2FF778FE1729CECD94FB4B110E6,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$125,827 - $125,827",125827.38,125827.38,125827.38,125827.38,Full-time,Full-time,Scientific & QA Jobs,['r'],False,On-site,500,3,True,Junior,Scientific & QA Jobs,9777025b0d58453f31b701065928454d,125827.38,"$125,827-$125,827",,,,
adzuna,5550444961,Software Engineer (Tableau),PDS Tech Commercial,Pds Tech Commercial,"Linthicum Heights, Anne Arundel County","Linthicum Heights, Anne Arundel County","Power Data-Driven Decisions in Aerospace: Software Engineer (Tableau) | Onsite in Linthicum, MD Role Summary & Impact PDS Tech Commercial is partnering with a leading aerospace organization to hire a highly skilled Software Engineer (Tableau Developer) to support advanced engineering, manufacturing, and technology programs. In this role, you will be the technical lead for Tableau analytics within a functional area, transforming complex data into clear, actionable insights that directly support …",https://www.adzuna.com/land/ad/5550444961?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=FF5B856A688F17BA2CA243885E977768B00731A9,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$101,198 - $101,198",101197.55,101197.55,101197.55,101197.55,Full-time,Full-time,IT Jobs,"['tableau', 'r']",False,On-site,500,3,True,Junior,IT Jobs,390447f8f183d02437b36724bf1bf97a,101197.55,"$101,198-$101,198",,,,
adzuna,5550444960,Software Engineer 3,PDS Defense,Pds Defense,"Linthicum Heights, Anne Arundel County","Linthicum Heights, Anne Arundel County","Engineering Software Engineer 3 Linthicum, MD Posted: 12/19/2025 Job Description Job ID: 214743 Job Category: Engineering Position Type: Associate - W2 Duration: 26 Shift: 1 PDS Defense, Inc. is seeking a Software Engineer 3, in Linthicum, MD. Job ID214743 Pay Rate: $91 - $96/hr Job Description: Seeking a well-qualified Tableau Developer for the Engineering and Sciences Organization. The position is located at the Advanced Technology Lab (ATL) in Linthicum MD, please note that the selected cand…",https://www.adzuna.com/land/ad/5550444960?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=5953C4237D3866F6B64E4B248A3A4D8937C7060F,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$110,643 - $110,643",110642.8,110642.8,110642.8,110642.8,Full-time,Full-time,IT Jobs,"['tableau', 'r']",False,On-site,500,3,True,Junior,IT Jobs,6308bb287b1bf8b169c2944d0961fc24,110642.8,"$110,643-$110,643",,,,
adzuna,5550444950,"Central Monitoring, Manager",Parexel,Parexel,"Annapolis, Anne Arundel County","Annapolis, Anne Arundel County","The Manager, Central Monitoring is accountable for centralized monitoring activities for global and/or complex trials, analytical data review of key risk and/or operational performance data and presenting as an integral member of the Clinical Study team for clinical development studies. The reviews include interpretation of Key Risk Indicator (KRI) and/or Key Performance Indicator (KPI) data housed in an analytical tool as well as a comprehensive review of supplemental operational data/trends a…",https://www.adzuna.com/land/ad/5550444950?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=C2828C8D5ACC1731B9A98CC8A999A01AADA12033,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$145,340 - $145,340",145339.75,145339.75,145339.75,145339.75,Full-time,Full-time,Scientific & QA Jobs,['r'],False,On-site,500,3,True,Junior,Scientific & QA Jobs,3d577fe01c16c63386ec23ee387a0bbb,145339.75,"$145,340-$145,340",,,,
adzuna,5550444574,Global Estimating Lead - Data Center Fit-Out,Oracle,Oracle,"Sacramento, Sacramento County","Sacramento, Sacramento County","Job Description Lead the global estimating function for a large-scale, leased data center build program, responsible for end-to-end estimating governance, standardization, and execution. Own development of funding and stage-gate estimates, ""should-cost"" change-order assessments, and continuous benchmarking. Establish and maintain the global Cost Breakdown Structure (CBS) and a centralized cost database, integrating with program controls, procurement, finance, and regional delivery teams to ensu…",https://www.adzuna.com/land/ad/5550444574?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=AC1E73A4908B3E0C4D5A798C5C4C35A33D16B527,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$179,818 - $179,818",179817.9,179817.9,179817.9,179817.9,Full-time,Full-time,Accounting & Finance Jobs,['r'],False,On-site,500,7,True,Senior,Accounting & Finance Jobs,90345d611519c610ebd5d2a2ffa81edd,179817.9,"$179,818-$179,818",,,,
adzuna,5550444470,Global Estimating Lead - Data Center Fit-Out,Oracle,Oracle,"Annapolis, Anne Arundel County","Annapolis, Anne Arundel County","Job Description Lead the global estimating function for a large-scale, leased data center build program, responsible for end-to-end estimating governance, standardization, and execution. Own development of funding and stage-gate estimates, ""should-cost"" change-order assessments, and continuous benchmarking. Establish and maintain the global Cost Breakdown Structure (CBS) and a centralized cost database, integrating with program controls, procurement, finance, and regional delivery teams to ensu…",https://www.adzuna.com/land/ad/5550444470?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=9B06825AAD05BE0CF4CF005419CDE71771263A4A,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$207,703 - $207,703",207702.92,207702.92,207702.92,207702.92,Full-time,Full-time,Accounting & Finance Jobs,['r'],False,On-site,500,7,True,Senior,Accounting & Finance Jobs,95329ff2d2c263d7140bedb0d0e4fe60,207702.92,"$207,703-$207,703",,,,
adzuna,5550443367,Senior Permitting Data Analyst - Mass Markets FP&A,CenturyLink,Centurylink,US,Us,"About Lumen Lumen connects the world. We are igniting business growth by connecting people, data and applications – quickly, securely, and effortlessly. Together, we are building a culture and company from the people up – committed to teamwork, trust and transparency. People power progress. We’re looking for top-tier talent and offer the flexibility you need to thrive and deliver lasting impact. Join us as we digitally connect the world and shape the future. The Role As a Lumen Sr Finance Analy…",https://www.adzuna.com/details/5550443367?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$86,690 - $86,690",86690.38,86690.38,86690.38,86690.38,Full-time,Full-time,Accounting & Finance Jobs,['r'],False,On-site,500,8,True,Senior,Accounting & Finance Jobs,38f8148876d01174156d9f00858f6f3e,86690.38,"$86,690-$86,690",,,,
adzuna,5550442432,"Technical Data Analyst, Staff",Intermountain Health,Intermountain Health,"La Cienga, Santa Fe County","La Cienga, Santa Fe County","Job Description: This role supports the development and deployment of data analytics at Intermountain Health. As a Data Analyst-Technical-Staff, you will be part of a team that contributes to strategic initiatives, clinical standards, and operational goals through data insights. Reporting to senior leaders in Digital Technology Services (DTS), you will collaborate with business and clinical leaders across Intermountain Health. The team ensures data applications are maintained, monitored, promot…",https://www.adzuna.com/land/ad/5550442432?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=C90B3604AF9FB118DB103D4365D1D82A34594587,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$132,972 - $132,972",132972.34,132972.34,132972.34,132972.34,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,4,True,Senior,IT Jobs,50bea2c3bd4c69d3553221118e35553a,132972.34,"$132,972-$132,972",,,,
adzuna,5550442229,Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,Lumen,"Annapolis, Anne Arundel County","Annapolis, Anne Arundel County","About Lumen Lumen connects the world. We are igniting business growth by connecting people, data and applications - quickly, securely, and effortlessly. Together, we are building a culture and company from the people up - committed to teamwork, trust and transparency. People power progress. We're looking for top-tier talent and offer the flexibility you need to thrive and deliver lasting impact. Join us as we digitally connect the world and shape the future. The Role As a Lumen Sr Finance Analy…",https://www.adzuna.com/land/ad/5550442229?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=82E2F7D17DFB9D4BF106813B6F9D180730900848,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$117,949 - $117,949",117948.61,117948.61,117948.61,117948.61,Full-time,Full-time,Accounting & Finance Jobs,['r'],False,On-site,500,8,True,Senior,Accounting & Finance Jobs,fc3cc03d8d3169fce8893f43097e7c8e,117948.61,"$117,949-$117,949",,,,
adzuna,5550441728,Senior Corporate Analytics Developer,RxBenefits,Rxbenefits,"Village of Los Ranchos, Bernalillo County","Village Of Los Ranchos, Bernalillo County","We are seeking a talented and experienced Sr. Corporate Analytics Developer who is experienced in data analysis and building compelling reports and dashboards. The ideal candidate will possess a combination of analytical acumen, attention to detail, and a knack for transforming data into actionable insights. As a key member of our team, you will be responsible for developing insightful reports and dashboards that drive informed decision-making across the organization. This position works with v…",https://www.adzuna.com/land/ad/5550441728?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=57E25D4CB0BEE6A8564C804CCC7C1BCBFBEF9D69,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$82,375 - $82,375",82374.54,82374.54,82374.54,82374.54,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,4,True,Senior,IT Jobs,ee83201d48b66e41187d645b058f4d14,82374.54,"$82,375-$82,375",,,,
adzuna,5550441409,"Central Monitoring, Manager",Parexel,Parexel,"La Cienga, Santa Fe County","La Cienga, Santa Fe County","The Manager, Central Monitoring is accountable for centralized monitoring activities for global and/or complex trials, analytical data review of key risk and/or operational performance data and presenting as an integral member of the Clinical Study team for clinical development studies. The reviews include interpretation of Key Risk Indicator (KRI) and/or Key Performance Indicator (KPI) data housed in an analytical tool as well as a comprehensive review of supplemental operational data/trends a…",https://www.adzuna.com/land/ad/5550441409?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=EDDBC113E5AB37B5D759E11A79FC7AB1E6FFA5FF,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$162,540 - $162,540",162540.42,162540.42,162540.42,162540.42,Full-time,Full-time,Scientific & QA Jobs,['r'],False,On-site,500,3,True,Junior,Scientific & QA Jobs,2dd30851141a90f0c94aad6a2b6d298d,162540.42,"$162,540-$162,540",,,,
adzuna,5550439222,Global Estimating Lead - Data Center Fit-Out,Oracle,Oracle,"La Cienga, Santa Fe County","La Cienga, Santa Fe County","Job Description Lead the global estimating function for a large-scale, leased data center build program, responsible for end-to-end estimating governance, standardization, and execution. Own development of funding and stage-gate estimates, ""should-cost"" change-order assessments, and continuous benchmarking. Establish and maintain the global Cost Breakdown Structure (CBS) and a centralized cost database, integrating with program controls, procurement, finance, and regional delivery teams to ensu…",https://www.adzuna.com/land/ad/5550439222?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=999DD81BD8C247404BC9D2FDC58BA7D4D182D42C,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$232,285 - $232,285",232284.81,232284.81,232284.81,232284.81,Full-time,Full-time,Accounting & Finance Jobs,['r'],False,On-site,500,7,True,Senior,Accounting & Finance Jobs,d48a4b68999d4ad0d6364233bca4219f,232284.81,"$232,285-$232,285",,,,
adzuna,5550438193,Academic Reporting and Assessment Analyst,Harford Community College,Harford Community College,"Bel Air South, Harford County","Bel Air South, Harford County","Position Information Position Title Academic Reporting and Assessment Analyst Posting Category Full-Time Staff/Management Starting salary range $54,028 - $70,237 Faculty Position (if applicable) About Harford Community College Harford Community College (HCC) has been a vital part of Harford County since 1957. As a mid-sized, comprehensive institution, we're committed to delivering high-quality education and cultural enrichment to our community. Our mission is to provide relevant, accessible edu…",https://www.adzuna.com/land/ad/5550438193?se=KBiiS5ze8BG434aVLFkWZQ&utm_medium=api&utm_source=41102b43&v=245563652DD5967F00AB6E6A78F7C4F9638919FD,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$81,315 - $81,315",81314.98,81314.98,81314.98,81314.98,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,5,True,Junior,IT Jobs,f6b4cea98862737a4832cb7e4cba9445,81314.98,"$81,315-$81,315",,,,
adzuna,5550437713,Code Corsair (Backend Engineer),Huntridge Labs,Huntridge Labs,US,Us,About the role This role is part of a new boarding party supporting the Department of Veteran Affairs focused on getting Veterans the benefits they earned faster and more efficiently. Specifically targeting the following initiatives: Increasing the speed in which Veteran’s benefits claims are processed. Streamline digital processes and reduce complexity for end users. Incorporate innovative technologies that improve the overall performance of VA’s systems. Reduce bureaucracy and inefficiency wh…,https://www.adzuna.com/details/5550437713?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:52.628141,2025-12-22 00:08:52,"$125,000 - $130,000",125000.0,130000.0,125000.0,130000.0,Full-time,Full-time,Engineering Jobs,['r'],False,On-site,500,4,True,Junior,Engineering Jobs,04c90246de4df3ed55474d8e7721124e,127500.0,"$125,000-$130,000",,,,
