title,company,location,salary_avg,salary_min,salary_max,is_remote,seniority,category,skills,post_date,scraped_date
"Data Engineer, Product Analytics",Meta,"Carson Mall, Carson City",138884.28,138884.28,138884.28,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Data Engineer, Product Analytics",Meta,"Concord, Merrimack County",195003.88,195003.88,195003.88,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
BI Analyst III,Datavant,"Concord, Merrimack County",157555.36,157555.36,157555.36,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
BI Analyst III,Datavant,"Carson Mall, Carson City",112212.96,112212.96,112212.96,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Data Engineer, Product Analytics",Meta,"State House, Lancaster County",163369.05,163369.05,163369.05,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
BI Analyst III,Datavant,"State House, Lancaster County",131995.56,131995.56,131995.56,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Principal Data Governance/Analyst,ADP,"Roseland, Essex County",152279.89,152279.89,152279.89,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Metadata Management - Tech Data Steward Analyst,Truist,"Atlanta, Fulton County",213880.02,213880.02,213880.02,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Technical Data Analyst, Staff",Intermountain Health,"Atlanta, Fulton County",136050.4,136050.4,136050.4,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Senior Corporate Analytics Developer,RxBenefits,"Atlanta, Fulton County",118270.75,118270.75,118270.75,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Senior Epic Beaker Data Innovations (DI) Application Analyst,Vanderbilt University Medical Center,"Nashville, Davidson County",101605.65,101605.65,101605.65,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Senior Corporate Analytics Developer,RxBenefits,"Grandview Heights, Franklin County",103938.41,103938.41,103938.41,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Central Monitoring, Manager",Parexel,"Grandview Heights, Franklin County",146150.36,146150.36,146150.36,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Global Estimating Lead - Data Center Fit-Out,Oracle,"Grandview Heights, Franklin County",208861.34,208861.34,208861.34,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:23
BI Analyst III,Datavant,"Ny State Campus, Albany County",119609.78,119609.78,119609.78,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Metadata Management - Tech Data Steward Analyst,Truist,"Charlotte, Mecklenburg County",149088.06,149088.06,149088.06,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Metadata Management - Tech Data Steward Analyst,Truist,"Five Points, Wake County",169972.7,169972.7,169972.7,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Technical Data Analyst, Staff",Intermountain Health,"Five Points, Wake County",108120.7,108120.7,108120.7,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Senior Corporate Analytics Developer,RxBenefits,"Charlotte, Mecklenburg County",82442.29,82442.29,82442.29,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Central Monitoring, Manager",Parexel,"Atlanta, Fulton County",166303.27,166303.27,166303.27,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Technical Data Analyst, Staff",Intermountain Health,"Boston, Suffolk County",91189.09,91189.09,91189.09,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Global Estimating Lead - Data Center Fit-Out,Oracle,"Atlanta, Fulton County",237661.58,237661.58,237661.58,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Senior Corporate Analytics Developer,RxBenefits,"Boston, Suffolk County",79272.18,79272.18,79272.18,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Technical Data Analyst, Staff",Intermountain Health,"Nashville, Davidson County",100153.15,100153.15,100153.15,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Manager, Data Science & Sales Analytics (Remote)",Stryker,"Cloverdale, Shelby County",146241.12,146241.12,146241.12,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Central Monitoring, Manager",Parexel,"Boston, Suffolk County",111466.46,111466.46,111466.46,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Senior Corporate Analytics Developer,RxBenefits,"Nashville, Davidson County",87064.7,87064.7,87064.7,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Technical Data Analyst, Staff",Intermountain Health,"Boise, Ada County",95454.04,95454.04,95454.04,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Senior Corporate Analytics Developer,RxBenefits,"Boise, Ada County",82979.77,82979.77,82979.77,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Senior Financial Analyst - Capital Markets Finance (CML),Capital One,"Grand Central, Manhattan",149136.56,149136.56,149136.56,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Central Monitoring, Manager",Parexel,"Boise, Ada County",116679.57,116679.57,116679.57,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Technical Data Analyst, Staff",Intermountain Health,"Bismarck, Burleigh County",92632.8,92632.8,92632.8,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Technical Data Analyst, Staff",Intermountain Health,"Douglas, Juneau",111297.14,111297.14,111297.14,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Senior Corporate Analytics Developer,RxBenefits,"Eagle River, Anchorage",83964.4,83964.4,83964.4,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Technical Data Analyst, Staff",Intermountain Health,"Chisolm, Montgomery County",86078.44,86078.44,86078.44,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Technical Data Analyst, Staff",Intermountain Health,"Washington, D.C., US",98530.11,98530.11,98530.11,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Central Monitoring, Manager",Parexel,"Five Points, Wake County",132162.95,132162.95,132162.95,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Technical Data Analyst, Staff",Intermountain Health,"Wyoming, Kent County",121946.89,121946.89,121946.89,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
"Central Monitoring, Manager",Parexel,"Douglas, Juneau",136045.61,136045.61,136045.61,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Data Management Analyst I,Sallie Mae,"Newark, New Castle County",67421.3,67421.3,67421.3,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:23
Senior Corporate Analytics Developer,RxBenefits,"Wilmington, New Castle County",92941.8,92941.8,92941.8,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Senior Corporate Analytics Developer,RxBenefits,"Washington, D.C., US",85653.77,85653.77,85653.77,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Grandview Heights, Franklin County",118606.55,118606.55,118606.55,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Senior Corporate Analytics Developer,RxBenefits,"Redstone Arsenal, Madison County",95669.76,95669.76,95669.76,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Lead Data Analyst (Transplant Diagnostic),ThermoFisher Scientific,"Fishers, Hamilton County",82439.62,82439.62,82439.62,0,Senior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Global Estimating Lead - Data Center Fit-Out,Oracle,"Five Points, Wake County",188871.97,188871.97,188871.97,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
"Technical Data Analyst, Staff",Intermountain Health,"Phoenix, Maricopa County",92013.92,92013.92,92013.92,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Global Estimating Lead - Data Center Fit-Out,Oracle,"Boston, Suffolk County",159295.1,159295.1,159295.1,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Atlanta, Fulton County",134961.53,134961.53,134961.53,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Lead ML Ops Engineer (Hybrid),Globe Life Inc.,"Mckinney, Collin County",137087.12,137087.12,137087.12,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Enterprise Data Governance Analyst II,Globe Life Inc.,"Mckinney, Collin County",123253.82,123253.82,123253.82,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Cloud Data Engineer (Hybrid),Globe Life Inc.,"Mckinney, Collin County",135560.45,135560.45,135560.45,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
"Central Monitoring, Manager",Parexel,"Nashville, Davidson County",122423.71,122423.71,122423.71,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Data Analyst & Business Analyst,ManpowerGroup,"Andover, Essex County",156866.3,156866.3,156866.3,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Boston, Suffolk County",90459.26,90459.26,90459.26,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Global Estimating Lead - Data Center Fit-Out,Oracle,"Boise, Ada County",166745.39,166745.39,166745.39,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Senior Corporate Analytics Developer,RxBenefits,"Fargo, Cass County",97686.73,97686.73,97686.73,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Global Estimating Lead - Data Center Fit-Out,Oracle,"Nashville, Davidson County",174954.11,174954.11,174954.11,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
"Central Monitoring, Manager",Parexel,"Bismarck, Burleigh County",113231.09,113231.09,113231.09,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:27
"Central Monitoring, Manager",Parexel,"Wyoming, Kent County",149063.47,149063.47,149063.47,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:27
"Technical Data Analyst, Staff",Intermountain Health,"Baton Rouge, East Baton Rouge Parish",94337.38,94337.38,94337.38,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Boise, Ada County",94690.08,94690.08,94690.08,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
"Central Monitoring, Manager",Parexel,"Washington, D.C., US",120439.65,120439.65,120439.65,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Global Estimating Lead - Data Center Fit-Out,Oracle,"Bismarck, Burleigh County",161817.2,161817.2,161817.2,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Global Estimating Lead - Data Center Fit-Out,Oracle,"Wyoming, Kent County",213024.64,213024.64,213024.64,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Bismarck, Burleigh County",91891.32,91891.32,91891.32,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Global Estimating Lead - Data Center Fit-Out,Oracle,"Douglas, Juneau",194421.17,194421.17,194421.17,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Wyoming, Kent County",120970.78,120970.78,120970.78,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Nashville, Davidson County",99351.58,99351.58,99351.58,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Global Estimating Lead - Data Center Fit-Out,Oracle,"Washington, D.C., US",172118.88,172118.88,172118.88,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
BI Analyst III,Datavant,"Boise, Ada County",105191.48,105191.48,105191.48,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
"Central Monitoring, Manager",Parexel,"Chisolm, Montgomery County",105219.17,105219.17,105219.17,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:27
BI Analyst III,Datavant,"Bismarck, Burleigh County",102082.44,102082.44,102082.44,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
"Technical Data Analyst, Staff",Intermountain Health,"Urbanización El Vedado, San Juan",93867.57,93867.57,93867.57,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Washington, D.C., US",97741.43,97741.43,97741.43,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
"Technical Data Analyst, Staff",Intermountain Health,"Mongmong, Mongmong-Toto-Maite",108695.1,108695.1,108695.1,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
BI Analyst III,Datavant,"Wyoming, Kent County",134386.78,134386.78,134386.78,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Global Estimating Lead - Data Center Fit-Out,Oracle,"Chisolm, Montgomery County",150367.47,150367.47,150367.47,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Data Analyst - TS/SCI required,General Dynamics Information Technology,"Washington, D.C., US",92529.84,92529.84,92529.84,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
BI/Data Architect,General Dynamics Information Technology,"Washington, D.C., US",133341.75,133341.75,133341.75,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
"Manager, Privacy Engineering",Meta,"Washington, D.C., US",117242.52,117242.52,117242.52,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
BI Analyst III,Datavant,"Washington, D.C., US",108581.24,108581.24,108581.24,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Global Estimating Lead - Data Center Fit-Out,Oracle,"Urbanización El Vedado, San Juan",163974.05,163974.05,163974.05,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Data Analyst Intern,HUB International,"Saint Bernard, Hamilton County",52495.39,52495.39,52495.39,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Chisolm, Montgomery County",85389.35,85389.35,85389.35,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
"Data Engineer, Product Analytics",Meta,"Douglas, Juneau",151803.14,151803.14,151803.14,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
Global Estimating Lead - Data Center Fit-Out,Oracle,"Mongmong, Mongmong-Toto-Maite",189875.94,189875.94,189875.94,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:27
BI Analyst III,Datavant,"Urbanización El Vedado, San Juan",103443.38,103443.38,103443.38,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
BI Analyst III,Datavant,"Douglas, Juneau",122650.77,122650.77,122650.77,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
BI Analyst III,Datavant,"Mongmong, Mongmong-Toto-Maite",119783.41,119783.41,119783.41,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:27
"Technical Data Analyst, Staff",Intermountain Health,"Glendale, Denver",113883.9,113883.9,113883.9,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Team Lead - Power BI,"AspenView Technology Partners, Inc.",US,92760.27,92760.27,92760.27,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Senior Corporate Analytics Developer,RxBenefits,"Glendale, Denver",99001.05,99001.05,99001.05,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Technical Data Analyst, Staff",Intermountain Health,"Uptown, Marion County",118654.87,118654.87,118654.87,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Senior Corporate Analytics Developer,RxBenefits,"Phoenix, Maricopa County",79989.29,79989.29,79989.29,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Technical Data Analyst, Staff",Intermountain Health,"Lansing, Ingham County",101662.34,101662.34,101662.34,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Manager, Data Science & Sales Analytics (Remote)",Stryker,"Comstock, Kalamazoo County",164959.67,164959.67,164959.67,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Data Engineer, Product Analytics",Meta,"Grandview Heights, Franklin County",163077.64,163077.64,163077.64,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Digital Biomarker Science & Technology Neuroscience Lead,Roche,"Uptown, Marion County",156258.3,156258.3,156258.3,0,Senior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Sr. Data Engineer,Jobgether,US,87534.43,87534.43,87534.43,0,Senior,IT Jobs,"['scala', 'r']",2025-12-20,2025-12-22 00:08:30
Senior Corporate Analytics Developer,RxBenefits,"Uptown, Marion County",103148.53,103148.53,103148.53,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Central Monitoring, Manager",Parexel,"Glendale, Denver",139207.56,139207.56,139207.56,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Five Points, Wake County",107255.35,107255.35,107255.35,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:30
SQL DMG Data Mining Analyst II,Jobgether,US,70578.32,70578.32,70578.32,0,Junior,IT Jobs,"['sql', 'r']",2025-12-20,2025-12-22 00:08:30
"Central Monitoring, Manager",Parexel,"Phoenix, Maricopa County",112474.81,112474.81,112474.81,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Senior Corporate Analytics Developer,RxBenefits,"Detroit, Wayne County",94558.23,94558.23,94558.23,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Central Monitoring, Manager",Parexel,"Uptown, Marion County",145039.56,145039.56,145039.56,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Sr. Data Scientist,Jobgether,US,66507.57,66507.57,66507.57,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"VP, Head of Data Science",Jobgether,US,88995.35,88995.35,88995.35,0,Senior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Sr. Technical ACO Data Analyst,Jobgether,US,49587.16,49587.16,49587.16,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Research Analyst I,Temple University,"Philadelphia, Philadelphia County",60139.33,60139.33,60139.33,0,Junior,Teaching Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Sr. Engineer, Business Intelligence Data",Jobgether,US,69160.56,69160.56,69160.56,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Data Analyst,"Stride, Inc.","Boise County, Idaho",62535.19,62535.19,62535.19,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Data Analyst,"Stride, Inc.","Dover, Kent County",67496.76,67496.76,67496.76,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Data Analyst,"Stride, Inc.","Columbia, Richland County",63384.0,63384.0,63384.0,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Senior Data Solutions Architect,"Stride, Inc.","Richmond County, Virginia",135654.86,135654.86,135654.86,0,Senior,IT Jobs,"['aws', 'snowflake', 'r']",2025-12-20,2025-12-22 00:08:30
Data Analyst,"Stride, Inc.","Richmond County, Virginia",63586.58,63586.58,63586.58,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Central Monitoring, Manager",Parexel,"Lansing, Ingham County",124268.73,124268.73,124268.73,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Global Estimating Lead - Data Center Fit-Out,Oracle,"Glendale, Denver",198939.89,198939.89,198939.89,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Global Estimating Lead - Data Center Fit-Out,Oracle,"Phoenix, Maricopa County",160736.27,160736.27,160736.27,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Global Estimating Lead - Data Center Fit-Out,Oracle,"Uptown, Marion County",207273.92,207273.92,207273.92,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:30
GenAI & Data Process Analyst,Insight Global,"Wollaston, Norfolk County",146329.98,146329.98,146329.98,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Senior Corporate Analytics Developer,RxBenefits,"Custom House, Orleans Parish",84333.79,84333.79,84333.79,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Global Estimating Lead - Data Center Fit-Out,Oracle,"Lansing, Ingham County",177590.64,177590.64,177590.64,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Technical Data Analyst, Staff",Intermountain Health,"Frankfort, Franklin County",104829.95,104829.95,104829.95,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Central Monitoring, Manager",Parexel,"Baton Rouge, East Baton Rouge Parish",115314.71,115314.71,115314.71,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Senior Corporate Analytics Developer,RxBenefits,"Strathmoor Manor, Jefferson County",83305.1,83305.1,83305.1,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Central Monitoring, Manager",Parexel,"Frankfort, Franklin County",128140.59,128140.59,128140.59,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Technical Data Analyst, Staff",Intermountain Health,"Topeka, Shawnee County",98600.7,98600.7,98600.7,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Data Analyst,Emory Healthcare/Emory University,"Atlanta, Fulton County",80050.8,80050.8,80050.8,0,Mid-level,IT Jobs,"['python', 'r']",2025-12-20,2025-12-22 00:08:30
Senior Corporate Analytics Developer,RxBenefits,"Wichita, Sedgwick County",94102.5,94102.5,94102.5,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Associate Data Analyst,HCA Healthcare,"Brentwood, Williamson County",59007.86,59007.86,59007.86,0,Junior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Global Estimating Lead - Data Center Fit-Out,Oracle,"Baton Rouge, East Baton Rouge Parish",164794.58,164794.58,164794.58,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Planning Data Analyst - Strategic Planning,Ochsner Health,"Custom House, Orleans Parish",77801.52,77801.52,77801.52,0,Junior,Admin Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Central Monitoring, Manager",Parexel,"Topeka, Shawnee County",120526.28,120526.28,120526.28,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Enterprise Data Management Senior Analyst,First Horizon Bank,"Birmingham, Jefferson County",96152.43,96152.43,96152.43,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Global Estimating Lead - Data Center Fit-Out,Oracle,"Frankfort, Franklin County",183123.86,183123.86,183123.86,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:30
"Technical Data Analyst, Staff",Intermountain Health,"Salem, Marion County",92459.54,92459.54,92459.54,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
BI Analyst III,Datavant,"Boston, Suffolk County",100491.65,100491.65,100491.65,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
BI Analyst III,Datavant,"Chisolm, Montgomery County",94859.37,94859.37,94859.37,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:30
Enterprise Data Management Senior Analyst,First Horizon Bank,"Cloverdale, Shelby County",112172.3,112172.3,112172.3,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Enterprise Data Management Senior Analyst,First Horizon Bank,"Lonsdale, Knox County",108463.77,108463.77,108463.77,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Corporate Analytics Developer,RxBenefits,"Portland, Multnomah County",83201.48,83201.48,83201.48,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
BI Analyst III,Datavant,"Atlanta, Fulton County",149929.3,149929.3,149929.3,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Global Estimating Lead - Data Center Fit-Out,Oracle,"Topeka, Shawnee County",172242.69,172242.69,172242.69,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Frankfort, Franklin County",103990.95,103990.95,103990.95,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
"Central Monitoring, Manager",Parexel,"Salem, Marion County",113019.42,113019.42,113019.42,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:34
BI Analyst III,Datavant,"Nashville, Davidson County",110370.06,110370.06,110370.06,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Topeka, Shawnee County",97811.55,97811.55,97811.55,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Global Estimating Lead - Data Center Fit-Out,Oracle,"Salem, Marion County",161514.56,161514.56,161514.56,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
BI Analyst III,Datavant,"Grandview Heights, Franklin County",131760.38,131760.38,131760.38,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Graduate (Year-Round) Intern: Geospatial Data Science Modeling and Analysis,National Renewable Energy Laboratory,"Eldorado Springs, Boulder County",87410.55,87410.55,87410.55,0,Junior,Graduate Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Glendale, Denver",112972.22,112972.22,112972.22,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Corporate Analytics Developer,RxBenefits,"Bridgeport, Fairfield County",101215.51,101215.51,101215.51,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
"Central Monitoring, Manager",Parexel,"Talcott Village, Hartford County",127765.61,127765.61,127765.61,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Enterprise Data Management Senior Analyst,First Horizon Bank,"Five Points, Wake County",110362.38,110362.38,110362.38,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
